2022-08-14 12:40:34.933,5.81,5.82,5.62,2.55,2.69,2.59,2.34,2.58,2.73,2.42,2.19,2.33,5.12,4.66,4.81,5.1,4.89,4.64,7.28,7.1,6.86,6.04,5.86,5.64,,,
2022-08-14 12:40:34.937,5.79,5.76,5.58,2.56,2.69,2.59,2.39,2.59,2.75,2.4,2.21,2.33,5.14,4.76,4.78,5.07,4.87,4.61,7.24,7.1,6.89,6.08,5.87,5.6,,,
2022-08-14 12:40:34.948,5.78,5.86,5.61,2.55,2.67,2.59,2.39,2.55,2.76,2.41,2.23,2.33,5.21,4.64,4.79,5.07,4.89,4.58,7.26,7.14,6.83,6.01,5.85,5.58,,,
2022-08-14 12:40:34.961,5.79,5.83,5.62,2.56,2.72,2.58,2.34,2.56,2.75,2.44,2.22,2.31,5.24,4.73,4.82,5.12,4.85,4.56,7.25,7.14,6.86,5.99,5.88,5.58,,,
2022-08-14 12:40:34.968,5.8,5.86,5.6,2.58,2.69,2.57,2.33,2.54,2.7,2.37,2.04,2.32,5.15,4.6,4.78,5.09,4.88,4.6,7.3,7.16,6.81,5.95,5.86,5.6,,,
2022-08-14 12:40:34.979,5.78,5.8,5.63,2.56,2.68,2.59,2.3,2.56,2.68,2.43,2,2.33,5.23,4.68,4.81,5.12,4.87,4.63,7.27,7.1,6.83,6,5.86,5.6,,,
2022-08-14 12:40:34.988,5.78,5.84,5.61,2.57,2.69,2.59,2.34,2.58,2.71,2.39,2.24,2.33,5.14,4.73,4.79,5.1,4.87,4.65,7.26,7.11,6.84,5.94,5.87,5.64,,,
2022-08-14 12:40:34.997,5.8,5.87,5.62,2.61,2.68,2.56,2.35,2.57,2.69,2.46,2.25,2.37,5.11,4.64,4.8,5.05,4.88,4.62,7.26,7.14,6.85,5.95,5.85,5.64,,,
2022-08-14 12:40:35.008,5.77,5.81,5.65,2.62,2.67,2.57,2.37,2.57,2.67,2.41,2.22,2.32,5.25,4.75,4.81,5.06,4.9,4.59,7.27,7.13,6.85,5.91,5.86,5.65,,,
2022-08-14 12:40:35.018,5.78,5.81,5.62,2.6,2.69,2.58,2.35,2.6,2.67,2.43,2.2,2.35,5.23,4.59,4.86,5.12,4.88,4.62,7.28,7.12,6.83,5.95,5.88,5.66,,,
2022-08-14 12:40:35.028,5.79,5.8,5.63,2.59,2.69,2.6,2.33,2.57,2.66,2.37,2.06,2.32,5.23,4.72,4.97,5.13,4.86,4.62,7.25,7.14,6.87,5.93,5.86,5.68,,,
2022-08-14 12:40:35.044,5.78,5.86,5.65,2.58,2.68,2.61,2.33,2.58,2.64,2.4,2.01,2.35,5.17,4.67,4.79,5.09,4.89,4.7,7.28,7.11,6.86,5.91,5.84,5.68,,,
2022-08-14 12:40:35.063,5.79,5.86,5.6,2.57,2.7,2.6,2.37,2.57,2.68,2.43,2.22,2.34,5.26,4.65,4.83,5.05,4.89,4.61,7.25,7.09,6.86,5.98,5.86,5.65,,,
2022-08-14 12:40:35.070,5.79,5.79,5.62,2.56,2.68,2.58,2.37,2.59,2.65,2.38,2.19,2.35,5.17,4.71,4.83,5.06,4.88,4.58,7.27,7.13,6.83,5.97,5.85,5.65,,,
2022-08-14 12:40:35.072,5.81,5.81,5.62,2.56,2.68,2.58,2.37,2.6,2.69,2.42,2.17,2.36,5.13,4.63,4.82,5.13,4.89,4.6,7.25,7.12,6.92,6,5.83,5.62,,,
2022-08-14 12:40:35.078,5.78,5.83,5.61,2.57,2.66,2.6,2.35,2.58,2.69,2.45,2.23,2.34,5.14,4.78,4.82,5.12,4.9,4.53,7.26,7.18,6.84,5.98,5.88,5.62,,,
2022-08-14 12:40:35.088,5.8,5.86,5.64,2.59,2.69,2.6,2.31,2.57,2.69,2.48,2.04,2.35,5.24,4.68,4.81,5.11,4.92,4.6,7.26,7.08,6.84,6.04,5.84,5.6,,,
2022-08-14 12:40:35.105,5.8,5.82,5.61,2.61,2.69,2.6,2.37,2.56,2.71,2.38,2.01,2.32,5.22,4.63,4.79,5.06,4.88,4.64,7.24,7.09,6.84,5.96,5.86,5.63,,,
2022-08-14 12:40:35.122,5.8,5.69,5.6,2.59,2.68,2.57,2.39,2.59,2.72,2.4,2.2,2.37,5.16,4.76,4.81,5.07,4.9,4.59,7.28,7.14,6.9,6,5.87,5.64,,,
2022-08-14 12:40:35.124,5.8,5.88,5.64,2.61,2.7,2.57,2.34,2.59,2.72,2.4,2.26,2.34,5.19,4.63,4.8,5.11,4.87,4.6,7.23,7.13,6.82,6.04,5.84,5.59,,,
2022-08-14 12:40:35.130,5.8,5.84,5.62,2.6,2.68,2.56,2.36,2.56,2.7,2.39,2.16,2.36,5.21,4.74,4.79,5.11,4.86,4.61,7.26,7.18,6.86,5.92,5.85,5.55,,,
2022-08-14 12:40:35.137,5.79,5.83,5.6,2.6,2.67,2.59,2.33,2.59,2.69,2.43,2.23,2.34,5.13,4.59,4.77,5.1,4.89,4.65,7.28,7.09,6.85,5.99,5.87,5.62,,,
2022-08-14 12:40:35.150,5.78,5.81,5.65,2.59,2.68,2.57,2.3,2.58,2.71,2.38,2.05,2.36,5.2,4.75,4.8,5.07,4.88,4.66,7.29,7.08,6.86,5.96,5.86,5.64,,,
2022-08-14 12:40:35.158,5.79,5.76,5.62,2.59,2.69,2.6,2.36,2.53,2.73,2.42,2.01,2.34,5.21,4.76,4.83,5.05,4.9,4.6,7.27,7.12,6.83,5.95,5.88,5.62,,,
2022-08-14 12:40:35.167,5.79,5.86,5.65,2.59,2.69,2.59,2.41,2.6,2.72,2.42,2.22,2.32,5.22,4.6,4.86,5.09,4.87,4.61,7.31,7.13,6.86,5.96,5.87,5.61,,,
2022-08-14 12:40:35.177,5.77,5.83,5.67,2.57,2.67,2.59,2.36,2.55,2.72,2.41,2.24,2.32,5.19,4.72,4.97,5.11,4.92,4.57,7.25,7.17,6.88,5.95,5.83,5.66,,,
2022-08-14 12:40:35.187,5.79,5.87,5.63,2.57,2.72,2.59,2.33,2.55,2.73,2.42,2.19,2.31,5.22,4.64,4.83,5.13,4.88,4.58,7.28,7.09,6.85,5.95,5.84,5.64,,,
2022-08-14 12:40:35.206,5.8,5.83,5.64,2.57,2.68,2.59,2.29,2.59,2.71,2.46,2.08,2.35,5.18,4.74,4.82,5.12,4.86,4.67,7.26,7.12,6.86,5.92,5.86,5.64,,,
2022-08-14 12:40:35.212,5.78,5.86,5.67,2.57,2.67,2.58,2.32,2.58,2.74,2.39,2.06,2.31,5.19,4.71,4.82,5.08,4.87,4.62,7.24,7.15,6.87,5.94,5.84,5.64,,,
2022-08-14 12:40:35.223,5.79,5.86,5.62,2.57,2.69,2.58,2.34,2.58,2.75,2.41,2.17,2.34,5.15,4.66,4.81,5.06,4.87,4.61,7.27,7.13,6.9,5.93,5.86,5.65,,,
2022-08-14 12:40:35.233,5.79,5.82,5.65,2.56,2.67,2.6,2.36,2.55,2.76,2.44,2.18,2.3,5.13,4.73,4.82,5.09,4.86,4.57,7.28,7.14,6.83,5.95,5.86,5.62,,,
2022-08-14 12:40:35.237,5.8,5.82,5.66,2.57,2.67,2.59,2.39,2.54,2.73,2.38,2.24,2.33,5.15,4.6,4.84,5.12,4.87,4.59,7.24,7.06,6.88,5.97,5.86,5.62,,,
2022-08-14 12:40:35.261,5.8,5.85,5.63,2.57,2.72,2.6,2.36,2.54,2.76,2.43,2.22,2.31,5.24,4.75,4.79,5.12,4.87,4.56,7.24,7.11,6.84,5.99,5.86,5.63,,,
2022-08-14 12:40:35.263,5.8,5.85,5.63,2.61,2.68,2.57,2.34,2.56,2.75,2.38,2.05,2.33,5.27,4.7,4.8,5.09,4.9,4.64,7.26,7.14,6.88,5.98,5.84,5.6,,,
2022-08-14 12:40:35.267,5.78,5.87,5.6,2.59,2.69,2.57,2.33,2.58,2.71,2.42,1.99,2.33,5.17,4.64,4.82,5.05,4.87,4.67,7.27,7.14,6.82,5.99,5.86,5.59,,,
2022-08-14 12:40:35.277,5.79,5.78,5.6,2.6,2.7,2.59,2.35,2.58,2.75,2.4,2.22,2.32,5.2,4.77,4.8,5.05,4.89,4.6,7.25,7.15,6.88,6.04,5.86,5.6,,,
2022-08-14 12:40:35.290,5.76,5.8,5.62,2.59,2.66,2.59,2.37,2.59,2.75,2.47,2.18,2.32,5.19,4.61,4.8,5.07,4.89,4.61,7.28,7.12,6.84,5.92,5.86,5.6,,,
