time,x,y,z,rotation,,,
8:56:50,1.656154275,1.023083091,0.504707158,-0.001571194,-0.042332448,0.005167603,-0.999089003
8:56:51,1.656130791,1.023070931,0.50470984,-0.001595174,-0.042289261,0.005160701,-0.999090791
8:56:51,1.656149864,1.023078203,0.504695833,-0.001625536,-0.042336401,0.005127571,-0.999089003
8:56:51,1.65613699,1.023071766,0.504706144,-0.001611088,-0.042286146,0.00516091,-0.99909091
8:56:51,1.656138182,1.023084283,0.504705548,-0.001565838,-0.042305447,0.005176134,-0.999090135
8:56:51,1.656138062,1.023084998,0.504703403,-0.001584032,-0.042284146,0.005152937,-0.999091089
8:56:51,1.656135082,1.023083806,0.504716992,-0.001563815,-0.04227915,0.005163787,-0.999091268
8:56:51,1.656135082,1.023090959,0.504701197,-0.001549847,-0.042274624,0.005152115,-0.999091625
8:56:51,1.656141758,1.023066521,0.504707336,-0.001606922,-0.042327311,0.005138778,-0.999089301
8:56:51,1.656130791,1.023078442,0.504714847,-0.001552814,-0.042255286,0.005185312,-0.999092162
8:56:51,1.656155229,1.023084283,0.504695773,-0.001574331,-0.042347129,0.005145292,-0.999088526
8:56:51,1.656146169,1.023065567,0.504691184,-0.001595151,-0.042330224,0.005158399,-0.999089181
8:56:51,1.656146407,1.023072243,0.50468564,-0.001583691,-0.042312454,0.005141811,-0.999090016
8:56:51,1.656131148,1.023084641,0.504705906,-0.001552324,-0.042287081,0.005165743,-0.999091029
8:56:51,1.656131387,1.02307713,0.504699349,-0.001545474,-0.04228263,0.005197615,-0.999091029
8:56:51,1.65614593,1.02306664,0.504689336,-0.001585695,-0.042328257,0.005167804,-0.999089181
8:56:51,1.656153917,1.023074031,0.504697084,-0.001602575,-0.042331602,0.005141405,-0.999089122
8:56:51,1.656144857,1.023074031,0.50469017,-0.001595822,-0.04233114,0.005151367,-0.999089062
8:56:51,1.656140804,1.023073912,0.504690468,-0.001588105,-0.042301547,0.00512948,-0.999090493
8:56:51,1.656156778,1.023072124,0.504683018,-0.001605173,-0.042332944,0.005136183,-0.999089062
8:56:51,1.656152844,1.023065209,0.504690111,-0.001649754,-0.042344335,0.005129892,-0.999088585
8:56:51,1.656159878,1.023065209,0.50469017,-0.001627799,-0.042382669,0.005133324,-0.999086976
8:56:51,1.656136274,1.023069263,0.504697442,-0.001591904,-0.042291883,0.005180682,-0.999090672
8:56:51,1.656130791,1.023071408,0.504704416,-0.001606785,-0.042281665,0.005149551,-0.999091268
8:56:51,1.656138659,1.023076892,0.504700184,-0.001596106,-0.042295776,0.005143051,-0.999090612
8:56:51,1.656141758,1.023084164,0.504695535,-0.001588851,-0.042316724,0.005129281,-0.999089837
8:56:51,1.656139612,1.023076773,0.50469166,-0.001570122,-0.042300552,0.005168155,-0.999090314
8:56:51,1.656141281,1.023094177,0.504676998,-0.001592265,-0.042286884,0.005116276,-0.999091208
8:56:51,1.656156063,1.02306807,0.504690409,-0.001631733,-0.042330932,0.00513549,-0.999089181
8:56:51,1.656147718,1.023082614,0.504686356,-0.001601631,-0.042327683,0.005135497,-0.99908936
8:56:51,1.65615356,1.023083925,0.504692137,-0.001593599,-0.042329114,0.005149003,-0.999089181
8:56:51,1.656149149,1.023081183,0.504683018,-0.001590489,-0.042372607,0.005149981,-0.999087393
8:56:51,1.656152248,1.023058772,0.504708111,-0.001685951,-0.042330839,0.005085122,-0.99908936
8:56:51,1.656150341,1.023088336,0.504686475,-0.001597145,-0.042327713,0.005133162,-0.99908936
8:56:51,1.656137943,1.023089767,0.504700303,-0.001586435,-0.042312723,0.005117357,-0.999090075
8:56:51,1.656153321,1.023093581,0.504671633,-0.001564314,-0.042320628,0.005146934,-0.999089658
8:56:51,1.656144619,1.023099542,0.504694223,-0.001575641,-0.042320233,0.005148627,-0.999089658
8:56:51,1.656145453,1.023097515,0.504688025,-0.001576758,-0.042340446,0.005126326,-0.999088883
8:56:51,1.656149864,1.023088574,0.504688025,-0.001609831,-0.04233985,0.005138318,-0.999088824
8:56:51,1.656154156,1.023084044,0.5046857,-0.001633226,-0.042351559,0.00511612,-0.999088347
8:56:51,1.656142712,1.023096442,0.504698336,-0.001579348,-0.042317543,0.005133444,-0.999089777
8:56:51,1.656137943,1.023092031,0.504687786,-0.001590288,-0.042318132,0.005144287,-0.999089718
8:56:51,1.656143069,1.023108602,0.504695594,-0.001532839,-0.042302817,0.005158714,-0.999090314
8:56:51,1.656137228,1.023105264,0.50469327,-0.001564626,-0.042306859,0.005146752,-0.999090254
8:56:51,1.656136155,1.023106694,0.504692554,-0.001532465,-0.042290412,0.005183813,-0.999090791
8:56:51,1.656133294,1.023105621,0.504688978,-0.001571469,-0.042263057,0.005122476,-0.999092221
8:56:51,1.656131983,1.023106337,0.50469166,-0.001570229,-0.042286772,0.005139835,-0.999091148
8:56:51,1.656131029,1.023105979,0.504688621,-0.001557525,-0.042270064,0.005155494,-0.999091744
8:56:51,1.656132579,1.023102522,0.504702687,-0.001562741,-0.042277671,0.005164421,-0.999091387
8:56:51,1.656130552,1.023110151,0.504701912,-0.001528141,-0.042249423,0.005181104,-0.999092579
8:56:51,1.656137824,1.023106575,0.504679441,-0.001513567,-0.042267639,0.005200669,-0.999091685
8:56:51,1.65612781,1.023081899,0.504694462,-0.001630579,-0.042251214,0.005115949,-0.999092638
8:56:51,1.656131864,1.023096561,0.504698932,-0.001549342,-0.042247243,0.005171774,-0.999092638
8:56:51,1.656132817,1.023097873,0.504706144,-0.001544858,-0.042272422,0.00518624,-0.999091446
8:56:51,1.656124592,1.023090482,0.504718482,-0.001579642,-0.042259384,0.005171487,-0.999092102
8:56:51,1.65612936,1.0230968,0.504699647,-0.001573982,-0.042259395,0.005149696,-0.999092162
8:56:51,1.65613842,1.02308619,0.504681945,-0.001581003,-0.04226746,0.005172718,-0.999091685
8:56:51,1.656129122,1.023096919,0.504692912,-0.001551318,-0.042248327,0.005179143,-0.999092519
8:56:51,1.656139493,1.023087144,0.50469768,-0.00157541,-0.042261969,0.005177461,-0.999091983
8:56:51,1.656138182,1.023086548,0.504703701,-0.001577561,-0.042255063,0.005180875,-0.999092162
8:56:51,1.65613699,1.023095012,0.504697919,-0.001550067,-0.042272247,0.005178335,-0.999091566
8:56:51,1.656140804,1.023096323,0.504694343,-0.001529216,-0.042259779,0.005198557,-0.999092042
8:56:51,1.656145811,1.02308774,0.504702985,-0.001590426,-0.042330585,0.005161366,-0.999089122
8:56:51,1.65613842,1.023095489,0.504697919,-0.001590282,-0.042294171,0.00514106,-0.999090731
8:56:51,1.656132221,1.023080349,0.504701495,-0.001622579,-0.042276919,0.005126865,-0.999091506
8:56:51,1.65612936,1.023080111,0.504692554,-0.001601981,-0.042265996,0.005150905,-0.999091804
8:56:51,1.656135201,1.023100615,0.504704833,-0.001539877,-0.042269487,0.005195368,-0.999091625
8:56:51,1.656138182,1.023084998,0.504694819,-0.001610812,-0.04228837,0.005135831,-0.999091029
8:56:51,1.656131864,1.02310133,0.504696131,-0.00152961,-0.042241801,0.005194729,-0.999092817
8:56:51,1.656127095,1.023088336,0.504707575,-0.001571181,-0.042253349,0.005178189,-0.999092281
8:56:51,1.656142592,1.023085833,0.504690409,-0.001598796,-0.042315852,0.005142429,-0.999089837
8:56:51,1.656136274,1.023081422,0.504701376,-0.001608209,-0.042273637,0.00515436,-0.999091446
8:56:51,1.656130552,1.023083329,0.504696488,-0.001560059,-0.042263996,0.005195239,-0.999091804
8:56:51,1.656137943,1.023082256,0.504701972,-0.00159859,-0.042289935,0.005152701,-0.999090791
8:56:51,1.656134605,1.023074031,0.50469023,-0.001588815,-0.042259857,0.005204651,-0.999091864
8:56:51,1.656134129,1.023084521,0.504703641,-0.001563214,-0.042256434,0.005179055,-0.999092162
8:56:51,1.656137824,1.023069501,0.504704952,-0.001598556,-0.04229578,0.005179183,-0.999090433
8:56:51,1.656146288,1.023079753,0.504690707,-0.001585775,-0.042304125,0.005162078,-0.999090254
8:56:51,1.656149983,1.02307713,0.504695654,-0.001574026,-0.042305652,0.005192758,-0.999090075
8:56:51,1.656152844,1.023082256,0.50469017,-0.001563168,-0.042312521,0.005188083,-0.999089718
8:56:51,1.656124592,1.023103118,0.504702687,-0.001539689,-0.042244319,0.005179686,-0.999092698
8:56:51,1.656143785,1.023093104,0.504687726,-0.001555456,-0.042284917,0.005198585,-0.99909091
8:56:51,1.656123877,1.023088098,0.504702747,-0.001533965,-0.042245537,0.005212626,-0.999092519
8:56:51,1.656143665,1.023089886,0.504694462,-0.001568515,-0.042308167,0.005162877,-0.999090075
8:56:51,1.656137824,1.023108602,0.504681289,-0.00151468,-0.042297423,0.005185008,-0.999090493
8:56:51,1.656158924,1.023107767,0.504689634,-0.001555902,-0.042330075,0.005151568,-0.999089241
8:56:51,1.656142473,1.023095727,0.504688025,-0.001531528,-0.042283602,0.005172259,-0.999091089
8:56:51,1.656152368,1.023100972,0.504684925,-0.001518436,-0.042310569,0.005199113,-0.999089837
8:56:51,1.656141043,1.023078322,0.504696965,-0.001606525,-0.042299561,0.005158609,-0.999090433
8:56:51,1.656164408,1.02308166,0.504692078,-0.001584608,-0.042356525,0.005163573,-0.999087989
8:56:51,1.65614152,1.023092747,0.504707575,-0.001580509,-0.042282537,0.005159747,-0.999091148
