8091262,37:14.5,5.99,5.68,5.35,2.72,2.67,2.39,2.54,2.8,2.76,2.26,2.25,2.56,4.85,4.58,4.95,4.96,4.52,4.75,7.17,6.84,6.81,5.82,5.59,5.45
8091272,37:14.5,5.95,5.68,5.33,2.69,2.65,2.39,2.52,2.78,2.73,2.25,2.24,2.55,4.78,4.59,5,4.89,4.49,4.72,7.19,6.81,6.83,5.79,5.58,5.42
8091282,37:14.5,5.9,5.71,5.33,2.69,2.67,2.39,2.51,2.79,2.74,2.24,2.28,2.51,4.83,4.61,4.95,4.94,4.54,4.74,7.19,6.82,6.84,5.82,5.57,5.43
8091292,37:14.5,5.94,5.68,5.32,2.68,2.65,2.37,2.51,2.79,2.72,2.23,2.23,2.5,4.76,4.59,4.94,4.9,4.49,4.7,7.23,6.83,6.79,5.85,5.57,5.45
8091302,37:14.5,5.96,5.69,5.31,2.68,2.66,2.36,2.5,2.8,2.71,2.24,2.25,2.7,4.82,4.61,4.97,4.91,4.53,4.69,7.19,6.81,6.89,5.83,5.57,5.43
8091312,37:14.5,5.99,5.67,5.34,2.73,2.66,2.39,2.5,2.81,2.71,2.25,2.25,2.69,4.79,4.62,4.98,4.91,4.5,4.7,7.21,6.82,6.87,5.84,5.57,5.44
8091322,37:14.5,5.87,5.67,5.34,2.68,2.66,2.38,2.49,2.81,2.73,2.22,2.25,2.46,4.83,4.6,5.01,4.92,4.51,4.68,7.14,6.81,6.83,5.86,5.59,5.43
8091332,37:14.6,5.94,5.67,5.33,2.7,2.66,2.39,2.5,2.8,2.72,2.26,2.25,2.53,4.79,4.61,4.94,4.92,4.54,4.68,7.18,6.77,6.79,5.81,5.56,5.45
8091342,37:14.6,5.96,5.64,5.34,2.69,2.67,2.38,2.49,2.79,2.72,2.25,2.24,2.52,4.84,4.59,4.97,4.89,4.5,4.67,7.2,6.83,6.81,5.87,5.56,5.4
8091352,37:14.6,5.95,5.64,5.34,2.69,2.65,2.36,2.52,2.79,2.75,2.24,2.23,2.57,4.79,4.61,4.99,4.89,4.51,4.69,7.24,6.82,6.84,5.82,5.57,5.41
8091362,37:14.6,5.88,5.65,5.34,2.71,2.66,2.37,2.51,2.79,2.75,2.23,2.28,2.61,4.81,4.61,4.99,4.93,4.5,4.71,7.21,6.81,6.84,5.82,5.55,5.44
