2022-08-14 12:50:19.331,2.65,2.53,2.58,2.87,2.68,2.48,6.06,6,5.73,5.84,5.83,5.67,7.14,7.19,7.11,4.72,4.84,4.91,4.47,4.77,4.89,2.14,2.22,2.46
2022-08-14 12:50:19.337,2.65,2.54,2.56,2.88,2.69,2.43,6.05,5.98,5.72,5.9,5.84,5.63,7.14,7.18,7.08,4.72,4.92,4.9,4.46,4.74,4.91,2.26,2.29,2.45
2022-08-14 12:50:19.343,2.69,2.43,2.56,2.87,2.68,2.44,6.01,6,5.73,5.85,5.9,5.65,7.05,7.15,7.02,4.72,4.85,4.95,4.46,4.75,4.9,2.12,2.25,2.45
2022-08-14 12:50:19.345,2.71,2.63,2.53,2.87,2.66,2.43,6,5.98,5.71,5.85,5.9,5.68,7.09,7.2,7.05,4.69,4.88,4.98,4.45,4.78,4.83,2.18,2.21,2.47
2022-08-14 12:50:19.351,2.67,2.46,2.55,2.85,2.66,2.44,6.03,5.99,5.73,5.89,5.86,5.68,7.11,7.18,7.05,4.71,4.85,4.9,4.45,4.75,4.88,2.24,2.22,2.45
2022-08-14 12:50:19.373,2.67,2.48,2.52,2.85,2.67,2.45,6.04,6,5.73,5.83,5.89,5.65,7.09,7.18,7.04,4.72,4.91,4.91,4.43,4.77,4.97,2.1,2.22,2.44
2022-08-14 12:50:19.375,2.67,2.7,2.5,2.88,2.66,2.47,6.02,5.99,5.72,5.82,5.89,5.65,7.18,7.16,7.05,4.7,4.88,4.96,4.44,4.74,4.83,2.18,2.25,2.43
2022-08-14 12:50:19.379,2.68,2.49,2.55,2.89,2.68,2.5,6,5.99,5.72,5.88,5.89,5.6,7.09,7.15,7.05,4.71,4.85,4.94,4.48,4.76,4.85,2.17,2.26,2.44
2022-08-14 12:50:19.390,2.68,2.48,2.5,2.88,2.7,2.42,6.01,5.97,5.73,5.84,5.82,5.65,7.13,7.17,7.11,4.71,4.88,4.92,4.44,4.77,4.97,2.24,2.25,2.47
2022-08-14 12:50:19.400,2.64,2.73,2.56,2.87,2.69,2.42,6.02,6.01,5.7,5.87,5.82,5.63,7.06,7.13,7.02,4.71,4.91,4.91,4.48,4.75,4.86,2.14,2.26,2.48
2022-08-14 12:50:19.409,2.68,2.48,2.55,2.85,2.68,2.44,6.06,5.98,5.7,5.87,5.86,5.66,7.09,7.15,7.08,4.72,4.87,4.94,4.47,4.75,4.84,2.16,2.23,2.42
2022-08-14 12:50:19.424,2.72,2.5,2.55,2.88,2.69,2.44,6.04,6.02,5.7,5.84,5.87,5.7,7.11,7.12,7.05,4.73,4.85,4.97,4.46,4.77,4.97,2.22,2.24,2.42
2022-08-14 12:50:19.430,2.68,2.67,2.58,2.86,2.67,2.44,6.02,6,5.72,5.85,5.85,5.68,7.06,7.16,7.01,4.74,4.89,4.91,4.41,4.74,4.88,2.13,2.26,2.44
2022-08-14 12:50:19.441,2.69,2.48,2.54,2.86,2.68,2.44,6.05,5.98,5.71,5.88,5.83,5.66,7.08,7.17,7.12,4.74,4.86,4.9,4.42,4.77,4.89,2.14,2.28,2.47
2022-08-14 12:50:19.450,2.66,2.53,2.57,2.87,2.7,2.46,6.06,6.01,5.71,5.83,5.86,5.63,7.08,7.19,7.05,4.76,4.86,4.92,4.43,4.79,4.8,2.14,2.26,2.47
2022-08-14 12:50:19.460,2.68,2.48,2.57,2.85,2.67,2.44,6.01,5.98,5.72,5.88,5.9,5.65,7.12,7.19,7.03,4.76,4.85,4.96,4.49,4.75,4.87,2.23,2.24,2.45
2022-08-14 12:50:19.473,2.69,2.47,2.52,2.86,2.68,2.43,6.01,5.99,5.73,5.89,5.89,5.67,7.11,7.13,7.05,4.79,4.88,4.93,4.44,4.77,4.95,2.19,2.2,2.44
2022-08-14 12:50:19.482,2.68,2.52,2.52,2.85,2.66,2.45,6.01,6,5.72,5.84,5.89,5.62,7.13,7.14,7.05,4.76,4.87,4.9,4.49,4.73,4.86,2.09,2.23,2.43
2022-08-14 12:50:19.490,2.67,2.44,2.51,2.85,2.68,2.45,6.03,6,5.74,5.89,5.89,5.68,7.11,7.14,7.11,4.78,4.86,4.94,4.47,4.76,4.83,2.22,2.28,2.45
2022-08-14 12:50:19.500,2.68,2.29,2.54,2.85,2.7,2.45,6.05,5.98,5.71,5.87,5.89,5.69,7.09,7.14,7.03,4.77,4.88,4.98,4.44,4.78,4.87,2.13,2.25,2.43
2022-08-14 12:50:19.509,2.67,2.5,2.55,2.88,2.67,2.46,6.01,5.99,5.73,5.84,5.86,5.68,7.09,7.17,7.1,4.76,4.86,4.93,4.42,4.75,4.93,2.12,2.24,2.44
2022-08-14 12:50:19.520,2.66,2.42,2.55,2.86,2.67,2.51,6.01,6.01,5.74,5.88,5.83,5.62,7.1,7.16,7.11,4.73,4.87,4.91,4.41,4.77,4.82,2.16,2.25,2.43
2022-08-14 12:50:19.530,2.67,2.42,2.57,2.85,2.68,2.42,6.01,5.99,5.71,5.86,5.85,5.6,7.11,7.18,7,4.73,4.86,4.9,4.4,4.79,4.85,2.17,2.25,2.43
2022-08-14 12:50:19.540,2.71,2.67,2.57,2.85,2.66,2.42,6.04,6.01,5.7,5.81,5.88,5.65,7.18,7.13,7.04,4.73,4.91,4.97,4.46,4.75,4.96,2.26,2.22,2.46
2022-08-14 12:50:19.551,2.68,2.48,2.58,2.87,2.68,2.42,6.04,5.97,5.72,5.89,5.89,5.62,7.05,7.16,7.06,4.72,4.87,4.96,4.49,4.76,4.89,2.1,2.23,2.45
2022-08-14 12:50:19.560,2.67,2.49,2.54,2.85,2.68,2.45,6.02,6,5.7,5.87,5.86,5.68,7.08,7.16,7.03,4.74,4.86,4.91,4.45,4.78,4.81,2.21,2.25,2.43
2022-08-14 12:50:19.602,2.67,2.7,2.5,2.86,2.67,2.46,6.01,5.98,5.73,5.85,5.86,5.68,7.08,7.18,7.09,4.71,4.85,4.9,4.46,4.75,4.91,2.19,2.25,2.42
2022-08-14 12:50:19.617,2.69,2.49,2.54,2.85,2.66,2.44,6.04,5.99,5.71,5.91,5.86,5.69,7.11,7.18,7.03,4.73,4.89,4.92,4.47,4.76,4.94,2.1,2.24,2.45
